,Text,Sentiment_value
1895,starting lineup quinnipiac skagerlind cf maclean b tichy dh hanson rf blumenthal b hill ss toth c hoog rf peters b scott lesieur gets start mound flagship,1
1896,arroyo hr redsox lead,1
1897,rt isenbergumass appreciate isenberg community huge shoutout umassgives donors far lfroment sfpatriot,-1
1898,umass memorial medical group physicians hiring clinical md endoscopist clinical researcher covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass j,0
1899,montour unreal picks right left nhlbruins wow wow timetohunt got ta think learned umass,-1
1900,daulton varsho rhp tanner houck mph degrees ft home run mph splitter bluejays redsox,0
1901,join us final regular season game friday garber honoring seniors amp fifth years postgame hobart pm amherst mass gorillalacrosse x flagship,1
1902,rt mat germain top lhp prospects al east ricky tiedemann bluejays mason montgomery rays l hall orioles keyshawn askew rays,1
1903,game redsox,1
1904,afraid redsox mookie betts trade may fleeced dodgers process may nd henceforth known connor wong day boston children day school future,-1
1905,spring game ready umassfootball flagship,1
1906,bluejays redsox bot nd connor wong doubles sharp line drive lf daulton varsho hit ft mph kikuchi ip h r k pitches strikes,-1
1907,hey mifans new meetup time come experience exclusive flagship xiaomi pro date april time location xiaomi office whatsapp community form,1
1908,connor effing wong dirtywater redsox,-1
1909,nd home run redsox connor wong came mph seam fastball bluejays erik swanson spin rate rpm left bat mph launch angle estimated distance feet xba,0
1910,rt thecursiveu former umass dl getting shot league uwereuareumass,-1
1911,red sox rhp zack kelly undergoes successful elbow procedure bostonredsox redsox redsoxnation goredsox,1
1912,rt umasspse umasspse aspire program celebrating years year umassgives raising funds even,1
1913,hmvtweets set reopen doors flagship store oxford street london four year absence find retail retailnews,-1
1914,fans thanks following today redsox win rsnstats,1
1915,rt umassadbamford another phenomenal two days supporting student athletes donors contributing k thank thos,1
1916,see dfa trending ryan brasier name nowhere sight redsox,-1
1917,another phenomenal two days supporting student athletes donors contributing k thank moved needle umassgives grateful flagship,1
1918,boston red sox chrome fifty stone black available fanatics newdrop fanatics mlb bostonredsox redsox dirtywater dodamage boston massachusetts chrome fifty stoneblack hatcrawler fitted fittedfam,0
1919,mps cameras impressed expected androidpolice get positively surprised zteaxon ultra stunning camera system designed best shots flagship mobilephoto,1
1920,kevin skagerlind walks bases still loaded allowing sam hill cross plate give us lead umass quinnipiac flagship,1
1921,rt backsportspage ers vs celtics series preview article jacky chen sixers celtics brotherlylove move heather beatphila bleed,-1
1922,bluejays redsox top th danny jansen singles ground ball lf rob refsnyder hit ft mph jansen bb,1
1923,doubles lineup davidson senli krasakova hack napadiy cannon jonglertrakul flagship,1
1924,redsox chances score runner less outs success,0
1925,rt e hustleumass congratulations recipients provost professors professors shown exceptional achiev,1
1926,gifts challenge calling umass xc track amp field supporters show p amp help us take home gold gifts challenge every gift matters umassgives flagship,1
1927,gifts challenge umass men basketball supporters need show p amp help us win gifts challenge every gift matters umassgives flagship,1
1928,celtics paid tribute heather walker start game tonight move heather celtics,1
1929,rt umasstennis wten championship bracket set earn seed earn bye quarterfinals friday,1
1930,redsox overload yoshida is the worst,-1
1931,gifts challenge laxbacker nation calling show p amp help us win gifts challenge every gift matters matter size umassgives flagship,1
1932,none would possible without constant love support incredible parents sophie weller sport management sport journalism sbs umass umassamherst seniorseries celebrates outstanding umass students,1
1933,arroyo monster lead redsox,1
1934,lol connor wong redsox,1
1935,bluejays redsox bot th pitching change tim mayza replaces zach pop,1
1936,game st bonaventure st bonaventure n handler park mcgraw jennings field p espn flagship,1
1937,night connor wong redsox,1
1938,calling big dong connor wong folks redsox,1
1939,rt folukemichael call registration launch today pm join folukemichael haomaworgwu victoryashaka marinayprinces,-1
1940,umass gives officially underway time support umass field hockey together make impact future minutewomen umassgives flagship,1
1941,tiffany flagship store new york fifth avenue back business years renovation via quicktake arascouet designer jewelry fashiontech nyc flagship store retail investments,1
1942,day left support umass track amp field xc umassgives flagship,1
1943,using props dugout celebrate home runs toy weights cheese glad bluejays ditched jacket nextlevel dirtywater redsox,-1
1944,baseball books banter podcast new wrap whirlwind weekend malice domestic malicedomestic writersconference bookrecommendations redsox hottakes mysterybooks,-1
1945,rt umassathletics proud announce teaming oofos create one kind recovery center renovated jim ellen,1
1946,rt umassmlacrosse way end regular season gorillalacrosse x flagship,1
1947,today thepembypub tennis qf epl fulham liverpool amp westham mancity p mlb giants astros jays redsox p nhl devils canes p oilers knights nba ers celtics p northvan happyhour amp day beer coors doordash,1
1948,rt umassbaseball another award ntichy congratulations nolan tabbing base player week,-1
1949,umass trending time give got extra class umassamherst ummbalumni umassdrumline donate massachusetts,1
1950,rt coachbenalbert give huge shout umass college teammate dwight robinson apparel brand jumpshotbrand yo,-1
1951,redsox better thought offensively bad  wong duran yoshida amp particularly verdugo great surprised casas struggling figure batting measly bullpen solid alas starting rotation remains mess,-1
1952,exciting see duran making impact redsox young age lt gt temu code code plz,1
1953,rt thepembypub today thepembypub tennis qf epl fulham liverpool amp westham mancity p mlb giants astros jays,1
1954,blue jays vs red sox game highlights mlb highlights redsoxbaseball dirtywater redsox mediasrojas,0
1955,bluejays redsox bot rd rafael bad devers flies sharply cf kevin kiermaier hit ft mph kikuchi ip h r k pitches strikes,-1
1956,beyondthemnstr stache alfaro mane redsox lead hirsute league,1
1957,learn redsox,1
1958,getting going flagship,1
1959,connor wooong home run game bad  tied redsox,-1
1960,rt umassadmissions days away college decision day may say yes umassamherst tag us admission decision po,-1
1961,bluejays redsox top rd george springer flies cf raimel tapia hit ft mph springer k lob,1
1962,rt ericproduce actually crazy sad true redsox hot right see facebook twitter even po,-1
1963,j vu lead wong solo homer th take lead mcguire never catch bad  redsox dirtywater,-1
1964,redsox american league team multiple players hits home runs game season adam duvall bad connor wong mlb team games dodgers james outman old friend j martinez,-1
1965,love support come umassgives isenberggives,1
1966,hours left day umassgives support students like esther send page people might willing bad  support,-1
1967,raining amherst great day spring game let get umass,1
1968,shewless curryhickssage cool guys umass coaches players fan base addicted cuz husband went best families rodgers isaiah always touch family remember thought leaving spent lot time talking,1
1969,great fielding redsox christian arroyo bluejays gone quietly th inning,1
1970,rt umass xc tf thank umass xc track amp field family final hours umassgives felt love pas,1
1971,rt mlbpastpresent career red bad  ruffing written amp published robtheyankee redruffing yankees redsox,-1
1972,rt umassfh umass gives officially underway time support umass field hockey together make impact f,1
1973,head coach fran leary message umass men soccer supporters umassgives flagship,1
1974,rt umass miss president bad martymeehan amp dr j keith motley tomorrow cityline discuss dedication umassbosto,-1
