overall,reviewText,summary
3,Printing is kind of faded.,Three Stars
3,Cute! My 2 yo likes it!,Three Stars
3,"So, I thought there was a bottom to this... I was wrong.  But that's my fault, my bad.

I liked how this dress looked dry, but when it got wet, it looked a bit stretched out.  In addition, the top wasn't as supportive as I'd hoped for, and I had to send it back.  When will these swimsuit companies learn that girls with big boobs need big support.",my bad. I liked how this dress looked dry
3,Super tight in the boobage area- looks kinda silly on because it is so tight. Would've prefered a relaxed fit feel and look. Print it great quality though- thinking of keeping and giving away as a gift?,Cute shirt but...
3,"Wanted a tighter, mock turtle neck.  This is OK, but not a higher neck.  Recommend if the neck thing is not what you wanted in the first place.",Not a true mock turtle-neck
3,"Nice concept for a tunic, but the one size fits all does not work for me. I am petite but have a large bust. This is more of a child size garment!
P.S. Warning, company wants pictures of customer in garment for return. If I knew that, I would not have purchased this item from Amazon.",Nice concept for a tunic
3,Skirt is not hemmed description did not mention this.,Pretty
3,"Not having a separate compartment for the eye glasses, can get scratch by keys, etc.",Three Stars
3,Small,Three Stars
3,Nice casual shirt.  Material and color like.,Three Stars
3,This particular top was made extremely small.,Three Stars
3,This dress is just OK not very flattering but maybe it's just me,Nice length
3,ok.,Three Stars
3,"The socks are comfortable and nice, but be aware that you receive 2 pair of 6 styles of socks. Not 12 styles of socks.",The socks are comfortable and nice
3,"Its is cute but it doesn't keep my hands warm. Mind you, I live in Alabama.",Can't withstand an Alabama winter....
3,I was a little disappointed in t fit.,Three Stars
3,"Does the job, but is baggy on my thin frame. I have seen ""real"" rashguards at the shore and they have a better fit. You get what you pay for, but at least I didn't get burned last year.","Baggy, But Does Work"
3,"I just got them, and other reviewers are right. The smell is very strong once you open the box. I would recommend opening in a well ventilated area. I got the beige color in size 6.5, the boot fit but on my leg it looks a bit strange, like too much material around my ankle. I like the look of the boot, hate the smell and haven't decided if I'll keep it. It feels comfortable, but I haven't worn it out yet.",Pretty but oh so stinky
3,I was hoping for a somewhat heavier material but I am satisfied with the shirt given the price I paid.,Not Bad
3,Flipeez action doesn't work great.  Super Snug fit......just ok,Three Stars
3,"I like the fabric. But the neck is a bit high & the sleeves are too tight. I'm normally an XS top, but I'd ordered a large, hoping it would be loose.  I'm certainly glad I didn't order an XS!",Way too small
3,"Pretty good, but do not stay on foot well if you are walking around.",Three Stars
3,"Looked great at first but on the feet of an active 7 year old, they fell apart pretty quickly.",Flimsy
3,No support at all.,Three Stars
3,I like the fabric quality and the style.,A nice shirt
3,It got spoiled after wearing it 3 times,Three Stars
3,seemed a bit too small then what I ordered.  they are a compression fit and do the job,Decent
3,"I am so conflicted about this dress. I saw it last year at Macys in a bright pink, (at almost half the price too). I loved the style and fit but not the color. I saw it this year in this gorgeous blue color and was so thrilled. It fit perfectly, I loved it and didn't care that it cost almost twice as much.  Then, I wore it to a wedding. By the end of the night, the dress had all these threads trailing from it. The fabric catches on everything! Such a disappointment, this was going to be my go to dress.",Disappointing Beauty
3,"Seemed like a nice jacket, but was too small for me. I am a big guy, particularly large in the legs, and it was way too tight below the waist.","Runs small, too tight around my legs"
3,"Like the style, runs big. I never got a chance to wear them...Mine arrived with defects so I returned them.",BIG
3,"Custom orthotics take up one-half size in shoes.  These were OK size-wise, but the synthetic leather didn't ""give"" (my little-toe ""tailor's bunions"") after wearing them for one hour at home.  Genuine leather ""breathes.""  The shoe otherwise had good support with my orthotics.  But the heel was medium, not narrow for my woman's foot.",Good shoe for middle-of-the-line
3,"Beware, its quite heavy and runs a bit large too. I wonder what its really made of.",Three Stars
